,name
979,4 TB HDD EXT (ฮาร์ดดิสก์พกพา) SEAGATE BACKUP PLUS SILVER (STHP4000401)
980,5 TB HDD EXT (ฮาร์ดดิสก์พกพา) SEAGATE BACKUP PLUS RED (STHP5000403)
981,2 TB HDD EXT (ฮาร์ดดิสก์พกพา) WD MY PASSPORT SKY (WDBYVG0020BBL)
982,250 GB PORTABLE SSD (เอสเอสดีพกพา) HP PORTABLE SSD P500 (BLACK)
983,2 TB HDD EXT (ฮาร์ดดิสก์พกพา) WD MY PASSPORT ULTRA GOLD (WDBC3C0020BGD)
984,5 TB HDD EXT (ฮาร์ดดิสก์พกพา) SEAGATE BACKUP PLUS BLUE (STHP5000402)
985,500 GB PORTABLE SSD (เอสเอสดีพกพา) WD BLACK P50 GAME DRIVE SSD (WDBA3S5000ABK)
986,2 TB PORTABLE SSD (เอสเอสดีพกพา) SEAGATE FAST SSD (STCM2000400)
987,1 TB PORTABLE SSD (เอสเอสดีพกพา) WD BLACK P50 GAME DRIVE SSD (WDBA3S0010BBK)
988,500 GB PORTABLE SSD (เอสเอสดีพกพา) SEAGATE ONE TOUCH SSD (STJE500400) (BLACK)
989,250 GB PORTABLE SSD (เอสเอสดีพกพา) HP PORTABLE SSD P500 (SILVER)
990,1 TB PORTABLE SSD (เอสเอสดีพกพา) SEAGATE ONE TOUCH SSD (STJE1000402) (WHITE)
991,4 TB HDD EXT (ฮาร์ดดิสก์พกพา) SEAGATE BACKUP PLUS RED (STHP4000403)
992,4 TB HDD EXT (ฮาร์ดดิสก์พกพา) SEAGATE BACKUP PLUS GOLD (STHP4000404)
993,4 TB HDD EXT (ฮาร์ดดิสก์พกพา) WD MY PASSPORT SKY (WDBPKJ0040BBL)
994,250 GB PORTABLE SSD (เอสเอสดีพกพา) HP PORTABLE SSD P500 (BLUE)
995,500 GB PORTABLE SSD (เอสเอสดีพกพา) SAMSUNG PORTABLE T5 (MU-PA500R/WW) (RED)
996,4 TB HDD EXT (ฮาร์ดดิสก์พกพา) WD MY PASSPORT ULTRA GOLD (WDBFTM0040BGD)
997,250 GB PORTABLE SSD (เอสเอสดีพกพา) HP PORTABLE SSD P500 (RED)
998,500 GB PORTABLE SSD (เอสเอสดีพกพา) HP PORTABLE SSD P500 (BLACK)
999,1 TB HDD EXT (ฮาร์ดดิสก์พกพา) WD MY PASSPORT SKY (WDBYVG0010BBL)
1000,500 GB PORTABLE SSD (เอสเอสดีพกพา) SEAGATE ONE TOUCH SSD (STJE500402) (WHITE)
1001,5 TB HDD EXT (ฮาร์ดดิสก์พกพา) WD BLACK P10 GAME DRIVE FOR XBOX ONE (WDBA5G0050BBK)
1002,2 TB PORTABLE SSD (เอสเอสดีพกพา) SANDISK EXTREME PRO PORTABLE (SDSSDE80-2T00-G25)
1003,1 TB PORTABLE SSD (เอสเอสดีพกพา) SEAGATE ONE TOUCH SSD (STJE1000400) (BLACK)
1004,500 GB PORTABLE SSD (เอสเอสดีพกพา) HP PORTABLE SSD P500 (SILVER)
1005,"20 TB HDD EXT 3.5"" (ฮาร์ดดิสก์พกพา) WD MY BOOK DUO (WDBFBE0200JBK)"
1006,500 GB PORTABLE SSD (เอสเอสดีพกพา) HP PORTABLE SSD P500 (RED)
1007,2 TB HDD EXT (ฮาร์ดดิสก์พกพา) SEAGATE LACIE PORSCHE DESIGN SLIM P9227 GOLD (STFD2000403)
1008,2 TB HDD EXT (ฮาร์ดดิสก์พกพา) SEAGATE LACIE PORSCHE DESIGN SLIM P9227 ROSE GOLD (STFD2000406)
1009,500 GB PORTABLE SSD (เอสเอสดีพกพา) SAMSUNG PORTABLE T5 (MU-PA500G/WW) (GOLD)
1010,"24 TB HDD EXT 3.5"" (ฮาร์ดดิสก์พกพา) WD MY BOOK DUO (WDBFBE0240JBK)"
1011,1 TB PORTABLE SSD (เอสเอสดีพกพา) SAMSUNG PORTABLE T5 (MU-PA1T0G/WW) (GOLD)
1012,1 TB PORTABLE SSD (เอสเอสดีพกพา) SAMSUNG PORTABLE T5 (MU-PA1T0R/WW) (RED)
1013,"14 TB HDD EXT 3.5"" (ฮาร์ดดิสก์ภายนอก) WD MY BOOK (WDBBGB0140HBK)"
1014,"16 TB HDD EXT 3.5"" (ฮาร์ดดิสก์พกพา) WD MY BOOK DUO (WDBFBE0160JBK)"
1015,2 TB PORTABLE SSD (เอสเอสดีพกพา) WD BLACK P50 (WDBA3S0020BBK)
1016,"12 TB HDD EXT 3.5"" (ฮาร์ดดิสก์พกพา) WD MY BOOK DUO (WDBFBE0120JBK)"
1017,500 GB PORTABLE SSD (เอสเอสดีพกพา) HP P600 PORTABLE (BLACK)
1018,"6 TB HDD EXT 3.5"" (ฮาร์ดดิสก์พกพา) WD MY BOOK DUO (WDBFBE0060JBK)"
1019,"8 TB HDD EXT 3.5"" (ฮาร์ดดิสก์พกพา) WD MY BOOK DUO (WDBFBE0080JBK)"
1020,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA FIT USB 3.0 (SDCZ48_032G_U46)
1021,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA FIT USB 3.0 (SDCZ48_016G_U46)
1022,16 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER SE9 (DTSE9H/16GB)
1023,64 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER 100 G3 (DT100G3/64GB)
1024,64 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA FIT USB 3.0 (SDCZ48_064G_U46)
1025,128 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA FIT USB 3.0 (SDCZ48_0128G_U46)
1026,16 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER 100 G3 (DT100G3/16GB)
1027,32 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER SE9 (DTSE9H/32GB)
1028,64 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA DUAL DRIVE USB TYPE-C (SDDDC2_064G_G46)
1029,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER BLADE (SDCZ50_016G_B35)
1030,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER BLADE (SDCZ50_032G_B35)
1031,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA FLAIR USB 3.0 (SDCZ73_032G_G46)
1032,128 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK EXTREME PRO USB 3.1 (SDCZ880_128G_G46)
1033,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER FORCE (SDCZ71_032G_B35)
1034,32 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER GENERATION 4 (DTIG4/32GB)
1035,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER FORCE (SDCZ71_016G_B35)
1036,32 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER 100 G3 (DT100G3/32GB)
1037,128 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA DUAL USB DRIVE 3.0 (SDDD2_128G_GAM46)
1038,64 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA FLAIR USB 3.0 (SDCZ73_064G_G46)
1039,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA DUAL USB DRIVE 3.0 (SDDD2_032G_GAM46)
1040,128 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK IXPAND MINI (SDIX40N_128G_GN6NE)
1041,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA DUAL M3.0 (SDDD3_032G_G46)
1042,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK IXPAND MINI (SDIX40N_032G_GN6NN)
1043,64 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER FORCE (SDCZ71_064G_B35)
1044,256 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA FIT USB 3.0 (SDCZ48_256G_U46)
1045,64 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK IXPAND MINI (SDIX40N_064G_GN6NN)
1046,128 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA DUAL DRIVE USB TYPE-C (SDDDC2_128G_G46)
1047,64 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK EXTREME GO USB 3.1 (SDCZ800_064G_G46)
1048,64 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA DUAL USB DRIVE 3.0 (SDDD2_064G_GAM46)
1049,128 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA FLAIR USB 3.0 (SDCZ73_128G_G46)
1050,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA DUAL DRIVE USB TYPE-C (SDDDC2_032G_G46)
1051,16 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER GENERATION 4 (DTIG4/16GB)
1052,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER BLADE (SDCZ50C_016G_B35W) (WHITE)
1053,128 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA DUAL M3.0 (SDDD3_128G_G46)
1054,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA FLAIR USB 3.0 (SDCZ73_016G_G46)
1055,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER GLIDE (SDCZ60_016G_B35)
1056,128 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK EXTREME GO USB 3.1 (SDCZ800_128G_G46)
1057,32 GB FLASH DRIVE (แฟลชไดร์ฟ) APACER AH328 (SILVER)
1058,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA DUAL USB DRIVE 3.0 (SDDD2_016G_GAM46)
1059,64 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER BLADE (SDCZ50_064G_B35)
1060,64 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA DUAL M3.0 (SDDD3_064G_G46)
1061,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA DUAL M3.0 (SDDD3_016G_G46)
1062,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA DUAL USB DRIVE 3.0 (SDDD2_032G_GAM46W) (WHITE)
1063,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA DUAL DRIVE USB TYPE-C (SDDDC2_016G_G46)
1064,64 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER GLIDE 3.0 (SDCZ600_064G_G35)
1065,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER GLIDE 3.0 (SDCZ600_032G_G35)
1066,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER BLADE (SDCZ50C_016G_B35BE) (BLUE)
1067,32 GB FLASH DRIVE (แฟลชไดร์ฟ) APACER AH325 (BLACK)
1068,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA FIT (SDCZ430_032G_G46)
1069,32 GB FLASH DRIVE (แฟลชไดร์ฟ) APACER AH334 (BLUE)
1070,32 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER 50 (DT50/32GB)
1071,64 GB FLASH DRIVE (แฟลชไดร์ฟ) APACER AH334 (BLUE)
1072,64 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER 50 (DT50/64GB)
1073,128 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA FIT (SDCZ430_128G_G46)
1074,64 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER GLIDE (SDCZ60_064G_B35)
1075,64 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER SWIVL (DTSWIVL/64GB)
1076,64 GB FLASH DRIVE (แฟลชไดร์ฟ) APACER AH333 (BLACK)
1077,128 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER 100 G3 (DT100G3/128GB)
1078,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER BLADE (SDCZ50C_016G_B35GE) (GREEN)
1079,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER GLIDE 3.0 (SDCZ600_016G_G35)
1080,64 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA FIT (SDCZ430_064G_G46)
1081,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER BLADE (SDCZ50C_016G_B35PE) (PINK)
1082,64 GB FLASH DRIVE (แฟลชไดร์ฟ) APACER AH334 (PINK)
1083,32 GB FLASH DRIVE (แฟลชไดร์ฟ) APACER AH333 (WHITE)
1084,32 GB FLASH DRIVE (แฟลชไดร์ฟ) APACER AH333 (BLACK)
1085,32 GB FLASH DRIVE (แฟลชไดร์ฟ) APACER AH334 (PINK)
1086,64 GB FLASH DRIVE (แฟลชไดร์ฟ) APACER AH333 (WHITE)
1087,32 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER 106 (DT106/32GB)
1088,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA FIT (SDCZ430_016G_G46)
1089,128 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER SWIVL (DTSWIVL/128GB)
1090,256 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA DUAL USB DRIVE 3.0 (SDDD2_256G_GAM46)
1091,32 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER SWIVL (DTSWIVL/32GB)
1092,16 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER 50 (DT50/16GB)
1093,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA FIT USB 3.0 (SDCZ48_032G_U46R) (RED)
1094,256 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA FIT (SDCZ430_256G_G46)
1095,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER DIAL (SDCZ57_016G_B35)
1096,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER DIAL (SDCZ57_032G_B35)
1097,64 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER DIAL (SDCZ57_064G_B35)
1098,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER GLIDE (SDCZ60_032G_B35)
1099,32 GB FLASH DRIVE (แฟลชไดร์ฟ) APACER AH326 (BLACK)
1100,128 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER 50 (DT50/128GB)
1101,64 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER EDGE (SDCZ51_064G_B35)
1102,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA FIT USB 3.0 (SDCZ48_032G_U46B) (BLUE)
1103,32 GB FLASH DRIVE (แฟลชไดร์ฟ) APACER AH321
1104,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER SPARK (SDCZ61_032G_G35)
1105,64 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER SPARK (SDCZ61_064G_G35)
1106,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER DIAL (SDCZ57_032G_B35B) (BLUE)
1107,32 GB FLASH DRIVE (แฟลชไดร์ฟ) APACER AH326 (WHITE)
1108,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER DIAL (SDCZ57_032G_B35P) (PINK)
1109,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER DIAL (SDCZ57_016G_B35B) (BLUE)
1110,32 GB FLASH DRIVE (แฟลชไดร์ฟ) APACER AH336W
1111,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER SPARK (SDCZ61_016G_G35)
1112,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER DIAL (SDCZ57_016G_B35P) (PINK)
1113,64 GB FLASH DRIVE (แฟลชไดร์ฟ) APACER AH336 (BLACK)
1114,32 GB FLASH DRIVE (แฟลชไดร์ฟ) APACER AH336B
1115,256 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA DUAL M3.0 (SDDD3_256G_G46)
1116,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA FLAIR (SDCZ73_032G_G46B)
1117,32 GB FLASH DRIVE (แฟลชไดร์ฟ) APACER AH322 (BLACK)
1118,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER SPARK (SDCZ61_016G_G35_PK) (PINK)
1119,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER SPARK (SDCZ61_016G_G35_BL) (BLUE)
1120,64 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA LOOP (SDCZ93_064G_G46)
1121,64 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER FIT (SDCZ33_064G_G35)
1122,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER FIT (SDCZ33_032G_G35)
1123,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA LOOP (SDCZ93_032G_G46)
1124,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER FIT (SDCZ33_016G_G35)
1125,256 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA DUAL DRIVE GO USB TYPE-C (SDDDC3-256G-G46)
1126,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER BLADE (SDCZ50C_032G_B35PE) (PINK)
1127,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER BLADE (SDCZ50C_032G_B35BE) (BLUE)
1128,64 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA DUAL DRIVE GO USB TYPE-C (SDDDC3-064G-G46)
1129,128 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA DUAL DRIVE GO USB TYPE-C (SDDDC3-128G-G46)
1130,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER BLADE (SDCZ50C_032G_B35GE) (GREEN)
1131,128 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA LUXE USB 3.1 (SDCZ74_128G_G46)
1132,128 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK IXPAND FLASH DRIVE GO (SDIX60N-128G-GAANE)
1133,128 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER SNAP USB 2.0 (SDCZ62_128G_G35)
1134,256 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA LUXE USB 3.1 (SDCZ74_256G_G46)
1135,64 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA LUXE USB 3.1 (SDCZ74_064G_G46)
1136,256 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK IXPAND FLASH DRIVE GO (SDIX60N-256G-GAANE)
1137,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA LUXE USB 3.1 (SDCZ74_032G_G46)
1138,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA DUAL DRIVE GO USB TYPE-C (SDDDC3-032G-G46)
1139,256 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER 100 G3 (DT100G3/256GB)
1140,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER SNAP USB 2.0 (SDCZ62_016G_G35)
1141,64 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER SNAP USB 2.0 (SDCZ62_064G_G35)
1142,64 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER 20 (DT20/64GB)
1143,32 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK CRUZER SNAP USB 2.0 (SDCZ62_032G_G35)
1144,16 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA LUXE USB 3.1 (SDCZ74_016G_G46)
1145,64 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON (DT100G3-BLUE/64GB) USB 3.0
1146,32 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER 104 (DT104/32GB)
1147,128 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER SE9 G2 (DTSE9G2/128GB)
1148,32 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER 100 G3 (DT100G3/32GB-2P) (2-PACK)
1149,32 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER 20 (DT20/32GB)
1150,64 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER 100 G3 (DT100G3/64GB-3P) (3-PACK)
1151,32 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER 20 (DT20/32GB-2P) (2-PACK)
1152,128 GB FLASH DRIVE (แฟลชไดร์ฟ) SANDISK ULTRA LOOP (SDCZ93_128G_G46)
1153,32 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER 100 G3 (DT100G3/32GB-3P) (3-PACK)
1154,64 GB FLASH DRIVE (แฟลชไดร์ฟ) KINGSTON DATA TRAVELER 20 (DT20/64GB-2P) (2-PACK)
1155,64 GB MICRO SD CARD (ไมโครเอสดีการ์ด) SAMSUNG EVO PLUS CLASS 10 (MC64GA/APC)
1156,32 GB MICRO SD CARD (ไมโครเอสดีการ์ด) SAMSUNG EVO PLUS CLASS 10 (MC32GA/APC)
1157,128 GB MICRO SD CARD (ไมโครเอสดีการ์ด) SAMSUNG EVO PLUS CLASS 10 (MC128GA/APC)
1158,64 GB MICRO SDXC CARD (ไมโครเอสดีการ์ด) SANDISK ULTRA CLASS 10 (SDSQUAR_064G_GN6MA)
1159,32 GB SD CARD (เอสดีการ์ด) SANDISK EXTREME SDHC CLASS 10 (SDSDXXG_032G_GN4IN)
1160,32 GB MICRO SD CARD (ไมโครเอสดีการ์ด) SANDISK (SDSDQM-032G-B35)
1161,16 GB MICRO SD CARD (ไมโครเอสดีการ์ด) SANDISK (SDSDQM_016G_B35)
1162,32 GB MICRO SD CARD (ไมโครเอสดีการ์ด) SANDISK SDHC EXTREME PRO CLASS 10 (SDSQXCG_032G_GN6MA)
1163,32 GB MICRO SDHC CARD (ไมโครเอสดีการ์ด) SANDISK ULTRA CLASS 10 (SDSQUNS_032G_GN3MN)
1164,16 GB SD CARD (เอสดีการ์ด) SANDISK ULTRA SDHC CLASS 10 (SDSDUNC_016G_GN6IN)
1165,32 GB SD CARD (เอสดีการ์ด) SANDISK EXTREME SDHC CLASS 10 (SDSDXVE_032G_GNCIN)
1166,64 GB MICRO SDHC CARD (ไมโครเอสดีการ์ด) SANDISK ULTRA CLASS 10 (SDSQUNS_064G_GN3MN)
1167,256 GB MICRO SD CARD (ไมโครเอสดีการ์ด) SAMSUNG EVO PLUS CLASS 10 (MC256GA/APC)
1168,32 GB MICRO SDHC CARD (ไมโครเอสดีการ์ด) SANDISK EXTREME CLASS 10 (SDSQXAF_032G_GN6MA)
1169,64 GB SD CARD (เอสดีการ์ด) SANDISK ULTRA SDHC CLASS 10 (SDSDUNC_064G_GN6IN)
1170,32 GB SD CARD (เอสดีการ์ด) SANDISK ULTRA SDHC CLASS 10 (SDSDUNB_032G_GN3IN)
1171,200 GB MICRO SDXC CARD (ไมโครเอสดีการ์ด) SANDISK ULTRA CLASS 10 (SDSQUAR_200G_GN6MA)
1172,128 GB MICRO SDXC CARD (ไมโครเอสดีการ์ด) SANDISK EXTREME CLASS 10 (SDSQXA1_128G_GN6MA)
1173,128 GB MICRO SDXC CARD (ไมโครเอสดีการ์ด) SANDISK EXTREME PRO CLASS 10 (SDSQXCY_0128G_GN6MA)
1174,64 GB SD CARD (เอสดีการ์ด) SANDISK EXTREME PRO SDXC CLASS 10 (SDSDXXY_064G_GN4IN)
1175,64 GB MICRO SDXC CARD (ไมโครเอสดีการ์ด) SANDISK EXTREME PRO CLASS 10 (SDSQXCY_064G_GN6MA)
1176,32 GB MICRO SD CARD (ไมโครเอสดีการ์ด) APACER CLASS 10 AP32GMCSH10U1-R
1177,64 GB SD CARD (เอสดีการ์ด) SANDISK ULTRA SDHC CLASS 10 (SDSDUNB_064G_GN3IN)
1178,16 GB COMPACTFLASH (เม็มโมรี่การ์ด) SANDISK ULTRA (SDCFHS-016G-G46)
1179,64 GB COMPACTFLASH (เม็มโมรี่การ์ด) SANDISK EXTREME (SDCFXSB-064G-G46)
1180,16 GB SD CARD (เอสดีการ์ด) SANDISK ULTRA SDHC CLASS 10 (SDSDUNB_016G_GN3IN)
1181,32 GB COMPACTFLASH (เม็มโมรี่การ์ด) SANDISK EXTREME (SDCFXSB-032G-G46)
1182,128 GB SD CARD (เอสดีการ์ด) SANDISK ULTRA SDHC CLASS 10 (SDSDUNC_0128G_GN6IN)
1183,16 GB MICRO SDHC CARD (ไมโครเอสดีการ์ด) SANDISK ULTRA CLASS 10 (SDSQUNS_016G_GN3MN)
1184,64 GB MICRO SDXC CARD (ไมโครเอสดีการ์ด) SANDISK EXTREME CLASS 10 (SDSQXA2_064G_GN6MA)
1185,128 GB MICRO SDXC CARD (ไมโครเอสดีการ์ด) SANDISK ULTRA CLASS 10 (SDSQUAR_128G_GN6MN)
1186,128 GB SD CARD (เอสดีการ์ด) KINGSTON (SD10VG2/128GBFR)
1187,256 GB MICRO SDXC CARD (ไมโครเอสดีการ์ด) SANDISK EXTREME PRO CLASS 10 (SDSQXCZ_256G_GN6MA)
1188,256 GB MICRO SD CARD (ไมโครเอสดีการ์ด) KINGSTON (SDCS/256GB)
1189,64 GB SD CARD (เอสดีการ์ด) KINGSTON (SDS/64GB)
1190,128 GB SD CARD (เอสดีการ์ด) SANDISK EXTREME PRO SDXC CLASS 10 (SDSDXXY_128G_GN4IN)
1191,128 GB SD CARD (เอสดีการ์ด) KINGSTON (SDS/128GB)
1192,256 GB MICRO SDXC CARD (ไมโครเอสดีการ์ด) SANDISK EXTREME CLASS 10 (SDSQXA1_256G_GN6MA)
1193,128 GB MICRO SD CARD (ไมโครเอสดีการ์ด) SANDISK ULTRA SDXC CLASS 10 (SDSQUNS_128G_GN6MN)
1194,64 GB MICRO SDXC CARD (ไมโครเอสดีการ์ด) SANDISK ULTRA CLASS 10 (SDSQUAR_064G_GN6MN)
1195,128 GB SD CARD (เอสดีการ์ด) SANDISK EXTREME SDXC CLASS 10 (SDSDXV5_128G_GNCIN)
1196,64 GB SD CARD (เอสดีการ์ด) SANDISK EXTREME PRO SDHC CLASS 10 (SDSDXPK_064G_GN4IN)
1197,400 GB MICRO SDXC CARD (ไมโครเอสดีการ์ด) SANDISK EXTREME PRO CLASS 10 (SDSQXCZ_400G_GN6MA)
1198,32 GB MICRO SDHC CARD (ไมโครเอสดีการ์ด) SANDISK ULTRA CLASS 10 (SDSQUAR_032G_GN6MN)
1199,256 GB SD CARD (เอสดีการ์ด) SANDISK EXTREME PRO (SDSDXXG_256G_GN4IN)
